x,y,centroidIndex
1.035000,10.689000,5
1.044000,371.911987,1
1.045000,52.924999,79
1.051000,325.899994,3
1.081000,411.705994,100
1.089000,62.474998,25
1.090000,24.721001,31
1.096000,203.755997,162
1.097000,410.795013,100
1.098000,354.871002,80
1.118000,388.665009,59
1.127000,169.126999,61
1.149000,391.394989,59
1.150000,153.421997,52
1.159000,42.221001,79
1.159000,73.514999,25
1.165000,77.000999,95
1.188000,296.989990,64
1.204000,233.835999,7
1.209000,397.632996,59
1.217000,31.082001,12
1.219000,77.926003,95
1.219000,357.423004,80
1.220000,212.912003,162
1.236000,86.056000,95
1.242000,146.384003,149
1.250000,36.847000,12
1.262000,283.131989,64
1.268000,88.851997,95
1.275000,192.207993,99
1.278000,109.078003,9
1.285000,96.430000,9
1.287000,319.925995,3
1.305000,9.798000,5
1.305000,91.737999,95
1.318000,178.199997,19
1.325000,49.178001,79
1.348000,198.759995,99
1.352000,201.552002,99
1.356000,408.096985,100
1.360000,271.802002,164
1.363000,183.679993,19
1.374000,356.592010,80
1.380000,300.338013,51
1.409000,107.130997,9
1.414000,170.834000,61
1.414000,437.221985,28
1.427000,19.518999,31
1.431000,193.035995,99
1.448000,398.730988,59
1.454000,188.001999,19
1.456000,444.246002,35
1.458000,250.968002,36
1.458000,279.188995,45
1.464000,305.398987,51
1.470000,291.725006,64
1.476000,376.410004,60
1.486000,54.203999,25
1.522000,384.524994,60
1.526000,302.737000,51
1.534000,132.580002,149
1.546000,136.610001,149
1.565000,24.384001,31
1.584000,372.230988,1
1.588000,90.713997,95
1.593000,58.554001,25
1.600000,414.253998,102
1.621000,89.524002,95
1.622000,418.899994,102
1.638000,166.942001,61
1.644000,219.901001,7
1.684000,393.049011,59
1.690000,368.541992,1
1.692000,308.484009,51
1.693000,370.063995,1
1.708000,451.217987,35
1.717000,303.713989,51
1.718000,26.427999,12
1.718000,80.781998,95
1.724000,270.697998,164
1.726000,65.556000,25
1.727000,102.242996,9
1.727000,110.176003,9
1.737000,106.142998,9
1.737000,187.923004,19
1.762000,364.971008,1
1.769000,276.816010,45
1.771000,222.518997,7
1.776000,391.669006,59
1.781000,249.716995,36
1.799000,290.622986,64
1.820000,112.966003,88
1.830000,196.731995,99
1.835000,383.497986,60
1.840000,391.119995,59
1.843000,147.891006,149
1.845000,10.976000,5
1.845000,394.885986,59
1.854000,324.391998,3
1.865000,449.678009,35
1.866000,439.381012,28
1.870000,74.459999,95
1.879000,449.557007,35
1.886000,37.682999,12
1.887000,275.303009,45
1.904000,269.394012,164
1.920000,406.501007,100
1.936000,339.285004,58
1.941000,366.122009,1
1.954000,204.612000,162
1.958000,6.296000,5
1.974000,356.186005,80
1.983000,415.665985,102
1.992000,322.157990,3
1.993000,138.811005,149
2.006000,64.920998,25
2.006000,151.567001,52
2.009000,246.016998,36
2.027000,54.779999,25
2.044000,294.979004,64
2.048000,356.739990,80
2.052000,124.473000,88
2.052000,398.467987,59
2.057000,220.529999,7
2.078000,138.488007,149
2.081000,385.061005,60
2.088000,449.414001,35
2.096000,80.371002,95
2.099000,235.406998,7
2.101000,180.459000,19
2.110000,393.984985,59
2.113000,203.067993,99
2.113000,368.819000,1
2.116000,374.615997,60
2.139000,305.528015,51
2.155000,244.975998,36
2.169000,224.617996,7
2.188000,146.100006,149
2.212000,369.829010,1
2.219000,430.779999,28
2.228000,119.060997,88
2.241000,401.515991,100
2.254000,82.935997,95
2.267000,308.145996,51
2.276000,333.821014,58
2.286000,363.253998,1
2.290000,233.306000,7
2.290000,281.970001,45
2.293000,154.423996,52
2.304000,269.091003,164
2.327000,105.459999,9
2.328000,144.050003,149
2.340000,325.717987,3
2.353000,347.497986,80
2.377000,145.809006,149
2.389000,84.411003,95
2.393000,128.139999,88
2.396000,438.052002,28
2.403000,359.851990,1
2.416000,257.339996,164
2.428000,49.761002,79
2.434000,339.694000,58
2.436000,454.006012,35
2.478000,402.476990,100
2.505000,350.713989,80
2.517000,392.509003,59
2.520000,3.593000,5
2.520000,347.744995,80
2.530000,352.584015,80
2.531000,146.410004,149
2.543000,100.320000,9
2.544000,132.720993,149
2.544000,421.191010,102
2.556000,356.352997,80
2.573000,398.576996,59
2.579000,160.417007,52
2.583000,155.582001,52
2.593000,396.850006,59
2.595000,356.571991,80
2.613000,328.295990,58
2.614000,432.619995,28
2.618000,406.833008,100
2.622000,428.748993,28
2.630000,62.265999,25
2.638000,279.625000,45
2.647000,335.002991,58
2.658000,400.407990,59
2.662000,166.942001,61
2.672000,18.358000,31
2.684000,68.806000,25
2.695000,410.968994,100
2.700000,433.027008,28
2.704000,185.975006,19
2.706000,448.825012,35
2.709000,40.521000,79
2.710000,71.889000,25
2.715000,89.935997,95
2.720000,111.578003,9
2.723000,10.107000,5
2.729000,372.125000,1
2.737000,409.414001,100
2.739000,294.468994,64
2.752000,418.743011,102
2.756000,107.087997,9
2.766000,147.992996,149
2.768000,20.360001,31
2.772000,88.863998,95
2.775000,379.610992,60
2.780000,42.646999,79
2.781000,12.985000,5
2.781000,229.016006,7
2.791000,203.878998,162
2.796000,321.256989,3
2.808000,336.618988,58
2.810000,89.664001,95
2.817000,159.123001,52
2.824000,415.062012,102
2.827000,298.502014,64
2.830000,340.966003,58
2.844000,45.591999,79
2.852000,49.299999,79
2.856000,30.858999,12
2.863000,241.692001,36
2.886000,14.359000,31
2.904000,271.437988,164
2.924000,389.941010,59
2.934000,260.520996,164
2.956000,193.001999,99
2.963000,301.510010,51
2.968000,103.897003,9
2.979000,98.552002,9
2.979000,337.136993,58
2.980000,75.822998,95
2.980000,143.653000,149
2.982000,95.371002,9
2.985000,358.777008,1
2.987000,244.664001,36
2.993000,13.815000,31
3.001000,99.510002,9
3.005000,20.062000,31
3.006000,340.506012,58
3.007000,235.556000,7
3.024000,50.457001,79
3.028000,31.209000,12
3.031000,125.917000,88
3.033000,381.755005,60
3.040000,154.779007,52
3.041000,294.009003,64
3.043000,420.696014,102
3.057000,137.723999,149
3.072000,137.179993,149
3.083000,274.475006,45
3.088000,278.260010,45
3.096000,75.990997,95
3.098000,229.996994,7
3.108000,420.601013,102
3.118000,109.852997,9
3.118000,322.019012,3
3.128000,356.648010,80
3.135000,403.897003,100
3.144000,65.033997,25
3.156000,105.794998,9
3.158000,141.242004,149
3.169000,65.510002,25
3.187000,383.867004,60
3.191000,239.451004,36
3.195000,434.531006,28
3.200000,237.891998,36
3.201000,264.454010,164
3.208000,157.813995,52
3.217000,129.082001,88
3.220000,131.723999,149
3.221000,345.259003,80
3.222000,328.700012,58
3.232000,97.954002,9
3.234000,350.968994,80
3.237000,450.862000,35
3.246000,343.927002,80
3.246000,439.174011,28
3.273000,30.981001,12
3.278000,192.056000,99
3.279000,229.229996,7
3.285000,122.542000,88
3.285000,383.873993,60
3.292000,14.701000,31
3.292000,440.281006,28
3.295000,253.125000,36
3.300000,132.488998,149
3.304000,43.667999,79
3.311000,56.301998,25
3.328000,150.505005,52
3.331000,255.807007,36
3.356000,126.171997,88
3.368000,349.694000,80
3.372000,407.326996,100
3.374000,16.274000,31
3.375000,249.102005,36
3.379000,365.559998,1
3.398000,346.911987,80
3.408000,121.180000,88
3.431000,17.938000,31
3.435000,22.815001,31
3.445000,114.503998,88
3.458000,66.433998,25
3.483000,8.139000,5
3.510000,400.575012,59
3.512000,87.865997,95
3.520000,23.327999,31
3.524000,136.087006,149
3.524000,199.556000,99
3.526000,425.459991,102
3.535000,119.584000,88
3.549000,410.164001,100
3.567000,323.746002,3
3.581000,369.847992,1
3.584000,407.061005,100
3.591000,412.757996,100
3.602000,401.556000,100
3.604000,160.130005,52
3.607000,248.009995,36
3.631000,367.145996,1
3.636000,343.122986,80
3.653000,99.681000,9
3.654000,440.362000,28
3.657000,248.074005,36
3.657000,368.244995,1
3.662000,37.574001,12
3.667000,137.315994,149
3.671000,51.860001,79
3.679000,216.561996,162
3.683000,317.252991,3
3.690000,171.220001,61
3.699000,333.096008,58
3.717000,134.600998,149
3.723000,147.602005,149
3.736000,352.842987,80
3.740000,309.654999,51
3.742000,22.982000,31
3.751000,257.330994,164
3.756000,158.923004,52
3.760000,334.425995,58
3.765000,214.764008,162
3.765000,330.615997,58
3.773000,375.308990,60
3.782000,17.166000,31
3.793000,322.394012,3
3.802000,75.000999,95
3.805000,416.700989,102
3.817000,391.204010,59
3.824000,218.602997,7
3.829000,346.451996,80
3.841000,147.328003,149
3.842000,442.481995,35
3.850000,6.343000,5
3.859000,248.998993,36
3.862000,45.599998,79
3.862000,247.169006,36
3.878000,248.393997,36
3.884000,149.462997,52
3.885000,141.179001,149
3.890000,402.890991,100
3.902000,30.510000,12
3.908000,394.364990,59
3.910000,438.618011,28
3.915000,187.417999,19
3.923000,126.017998,88
3.948000,19.782000,31
3.949000,53.323002,79
3.952000,270.312012,164
3.976000,125.135002,88
3.977000,355.221008,80
3.977000,450.272003,35
3.991000,207.406006,162
4.008000,0.225000,5
4.013000,452.937012,35
4.024000,363.743988,1
4.056000,28.396999,12
4.059000,252.807007,36
4.059000,442.984009,35
4.061000,61.828999,25
4.068000,408.316010,100
4.076000,247.964005,36
4.076000,248.524002,36
4.078000,337.583008,58
4.087000,226.393005,7
4.118000,74.472000,95
4.153000,324.251007,3
4.160000,143.681000,149
4.171000,275.924988,45
4.173000,47.119999,79
4.198000,186.886993,19
4.211000,152.606003,52
4.214000,295.640015,64
4.214000,368.734985,1
4.228000,185.643005,19
4.230000,354.614014,80
4.242000,420.516998,102
4.248000,142.093002,149
4.254000,305.932007,51
4.264000,268.931000,164
4.285000,60.853001,25
4.286000,81.768997,95
4.308000,137.481003,149
4.318000,294.720001,64
4.327000,373.108002,1
4.344000,243.720993,36
4.347000,348.885986,80
4.352000,155.147995,52
4.360000,42.581001,79
4.363000,304.654999,51
4.364000,175.496002,61
4.366000,69.472000,25
4.385000,307.717987,51
4.396000,342.967010,80
4.408000,316.588013,3
4.412000,15.253000,31
4.420000,161.557007,52
4.421000,30.487000,12
4.440000,328.527008,58
4.441000,39.222000,79
4.442000,345.648987,80
4.445000,387.796997,60
4.451000,39.227001,79
4.453000,160.807007,52
4.457000,5.374000,5
4.484000,241.330002,36
4.485000,261.489014,164
4.493000,416.660004,102
4.501000,438.916992,28
4.508000,146.115005,149
4.516000,35.390999,12
4.527000,296.790009,64
4.528000,438.147003,28
4.541000,254.891998,36
4.545000,408.946014,100
4.551000,321.333008,3
4.570000,266.911987,164
4.576000,42.516998,79
4.588000,331.300995,58
4.591000,66.779999,25
4.622000,144.759003,149
4.632000,198.813004,99
4.635000,64.760002,25
4.645000,312.653992,3
4.656000,102.096001,9
4.685000,207.837006,162
4.697000,190.352005,99
4.699000,318.916992,3
4.703000,78.460999,95
4.712000,453.769989,35
4.718000,258.213989,164
4.724000,315.385986,3
4.729000,431.960999,28
4.734000,229.477005,7
4.742000,208.671005,162
4.743000,103.254997,9
4.755000,201.945999,99
4.762000,336.122986,58
4.777000,265.903015,164
4.793000,316.531006,3
4.801000,66.501999,25
4.807000,207.255005,162
4.816000,267.045013,164
4.833000,182.298996,19
4.862000,2.867000,5
4.889000,45.381001,79
4.893000,429.709991,28
4.903000,79.886002,95
4.906000,11.517000,5
4.906000,22.101000,31
4.920000,438.899994,28
4.926000,226.315994,7
4.932000,401.471985,100
4.934000,414.535004,102
4.942000,46.639999,79
4.944000,391.848999,59
4.950000,392.121002,59
4.953000,408.444000,100
4.959000,90.341003,95
4.963000,318.996002,3
4.978000,152.005005,52
4.978000,230.270996,7
4.982000,360.645996,1
5.005000,320.173004,3
5.021000,152.643005,52
5.040000,420.898010,102
5.054000,181.406998,19
5.056000,26.855000,12
5.069000,54.882000,25
5.074000,5.499000,5
5.078000,273.591003,45
5.079000,288.825012,64
5.084000,181.108002,19
5.091000,74.207001,95
5.091000,84.023003,95
5.113000,147.117996,149
5.118000,222.964996,7
5.127000,166.423996,61
5.138000,72.997002,25
5.157000,261.994995,164
5.159000,312.920013,3
5.163000,91.806999,95
5.173000,116.040001,88
5.178000,162.513000,52
5.193000,334.998993,58
5.197000,307.164001,51
5.199000,396.022003,59
5.233000,167.626999,61
5.236000,392.204987,59
5.246000,80.417999,95
5.252000,316.381012,3
5.256000,346.712006,80
5.271000,43.299000,79
5.272000,41.257999,79
5.284000,99.860001,9
5.286000,92.182999,95
5.286000,434.438995,28
5.287000,189.460999,19
5.294000,253.774994,36
5.294000,260.135986,164
5.304000,274.239990,45
5.306000,290.838013,64
5.309000,66.494003,25
5.310000,175.625000,61
5.314000,322.464996,3
5.323000,352.691010,80
5.331000,360.061005,1
5.333000,194.796005,99
5.333000,359.781006,1
5.339000,74.730003,95
5.340000,2.798000,5
5.344000,444.485992,35
5.346000,277.505005,45
5.352000,348.670013,80
5.359000,75.294998,95
5.388000,63.563000,25
5.411000,197.194000,99
5.414000,157.824997,52
5.414000,240.550995,36
5.423000,335.253998,58
5.424000,77.348000,95
5.440000,185.261993,19
5.441000,299.024994,64
5.447000,79.617996,95
5.451000,158.772995,52
5.454000,82.355003,95
5.481000,206.126007,162
5.482000,254.533997,36
5.494000,394.639008,59
5.505000,48.619999,79
5.507000,305.760986,51
5.522000,317.410004,3
5.536000,237.768997,36
5.541000,357.148010,80
5.546000,450.065002,35
5.552000,454.529999,35
5.554000,43.645000,79
5.569000,99.828003,9
5.583000,349.057007,80
5.585000,394.605988,59
5.602000,104.976997,9
5.605000,41.605000,79
5.609000,31.514999,12
5.614000,3.317000,5
5.621000,439.915985,28
5.630000,262.221985,164
5.630000,417.826996,102
5.646000,124.678001,88
5.649000,175.070007,61
5.652000,47.089001,79
5.669000,358.468994,1
5.679000,354.997009,80
5.702000,381.062988,60
5.704000,65.242996,25
5.708000,296.834015,64
5.738000,352.730011,80
5.738000,410.898010,100
5.759000,177.423004,19
5.762000,166.307007,61
5.767000,314.286011,3
5.773000,54.236000,79
5.782000,127.181000,88
5.788000,12.427000,5
5.788000,66.397003,25
5.798000,426.303009,102
5.806000,259.255005,164
5.811000,242.414993,36
5.832000,446.665009,35
5.837000,251.276001,36
5.843000,243.453995,36
5.844000,313.843994,3
5.869000,55.730000,25
5.872000,285.191010,64
5.877000,62.757999,25
5.899000,361.182007,1
5.910000,76.242996,95
5.915000,291.765015,64
5.922000,126.867996,88
5.923000,51.054001,79
5.939000,69.425003,25
5.968000,317.360992,3
5.980000,289.230011,64
5.985000,308.850006,51
5.993000,418.670990,102
6.011000,418.290985,102
6.020000,417.533997,102
6.033000,365.976990,1
6.037000,135.507996,149
6.054000,384.816010,60
6.054000,442.665009,35
6.079000,146.492004,149
6.085000,252.753006,36
6.095000,419.105988,102
6.095000,436.997009,28
6.096000,251.011002,36
6.118000,65.412003,25
6.139000,142.811996,149
6.144000,313.122986,3
6.154000,433.895996,28
6.158000,366.110992,1
6.162000,382.100006,60
6.182000,397.230011,59
6.188000,276.088989,45
6.204000,245.399002,36
6.205000,322.425995,3
6.211000,132.126999,149
6.227000,119.347000,88
6.231000,406.583008,100
6.235000,362.881989,1
6.235000,431.165009,28
6.237000,23.384001,31
6.251000,121.061996,88
6.259000,449.015991,35
6.274000,3.577000,5
6.274000,318.080994,3
6.278000,182.862000,19
6.281000,56.634998,25
6.288000,260.122986,164
6.296000,291.575012,64
6.305000,114.610001,88
6.318000,248.343994,36
6.322000,223.345993,7
6.324000,277.373993,45
6.331000,298.226013,64
6.338000,45.521000,79
6.342000,452.830994,35
6.348000,305.272003,51
6.350000,346.647003,80
6.358000,163.699997,61
6.365000,407.572998,100
6.373000,167.261002,61
6.377000,110.239998,9
6.382000,378.083008,60
6.383000,439.906006,28
6.390000,44.930000,79
6.402000,336.343994,58
6.425000,224.453995,7
6.455000,352.395996,80
6.459000,242.171997,36
6.460000,312.657990,3
6.461000,197.210007,99
6.462000,217.703995,162
6.472000,360.927002,1
6.480000,69.425003,25
6.484000,280.171997,45
6.516000,34.418999,12
6.520000,241.237000,36
6.528000,262.967010,164
6.532000,174.264008,61
6.533000,26.047001,12
6.556000,35.710999,12
6.570000,3.983000,5
6.596000,312.792999,3
6.617000,267.601990,164
6.627000,433.292999,28
6.639000,39.889000,79
6.652000,58.305000,25
6.667000,328.223999,58
6.675000,449.122009,35
6.691000,292.291992,64
6.701000,400.377991,59
6.720000,276.863007,45
6.726000,389.351990,59
6.736000,327.091003,3
6.738000,454.376007,35
6.741000,278.011993,45
6.745000,285.178009,64
6.755000,23.660000,31
6.766000,226.578995,7
6.772000,304.127991,51
6.782000,38.013000,12
6.794000,89.389999,95
6.810000,406.312012,100
6.824000,315.299988,3
6.838000,78.070999,95
6.841000,62.839001,25
6.848000,253.714005,36
6.855000,431.967987,28
6.875000,306.959991,51
6.881000,132.335999,149
6.913000,346.395996,80
6.917000,94.111000,9
6.918000,171.951004,61
6.919000,134.097000,149
6.919000,361.915985,1
6.924000,326.062012,3
6.930000,264.178986,164
6.938000,202.451996,99
6.942000,429.932007,28
6.948000,338.050995,58
6.958000,200.110001,99
6.968000,424.553986,102
6.975000,443.187012,35
6.983000,120.737000,88
6.984000,343.596985,80
6.991000,291.489990,64
6.999000,150.917999,52
7.004000,216.791000,162
7.007000,412.657013,100
7.015000,310.104004,51
7.036000,428.325989,28
7.059000,79.425003,95
7.086000,329.524994,58
7.088000,60.876999,25
7.143000,366.240997,1
7.144000,91.518997,95
7.148000,257.244995,164
7.188000,341.635010,58
7.201000,71.946999,25
7.209000,158.138000,52
7.209000,344.438995,80
7.226000,219.904007,7
7.230000,296.131989,64
7.246000,404.532990,100
7.264000,23.760000,31
7.269000,91.209999,95
7.273000,17.287001,31
7.281000,367.796997,1
7.295000,253.931000,36
7.300000,28.771999,12
7.302000,169.070999,61
7.304000,408.243988,100
7.312000,168.557007,61
7.316000,20.691000,31
7.319000,167.744995,61
7.319000,448.737000,35
7.320000,64.946999,25
7.324000,438.164001,28
7.358000,154.238007,52
7.360000,65.239998,25
7.360000,200.462006,99
7.370000,29.051001,12
7.372000,25.601999,12
7.396000,230.358994,7
7.398000,90.124001,95
7.401000,360.723999,1
7.403000,30.643999,12
7.407000,76.936996,95
7.410000,323.740997,3
7.414000,391.730011,59
7.416000,15.274000,31
7.423000,18.320000,31
7.426000,410.565002,100
7.431000,26.174999,12
7.442000,350.502991,80
7.454000,350.802002,80
7.460000,116.722000,88
7.461000,444.882996,35
7.463000,323.282013,3
7.471000,92.875000,95
7.473000,308.221008,51
7.474000,283.813995,45
7.481000,403.947998,100
7.484000,404.687988,100
7.498000,122.626999,88
7.502000,153.873001,52
7.512000,108.371002,9
7.525000,114.002998,88
7.528000,251.725998,36
7.534000,12.773000,5
7.537000,396.230011,59
7.542000,417.136993,102
7.546000,349.209015,80
7.558000,2.403000,5
7.558000,47.911999,79
7.562000,275.040985,45
7.568000,205.417007,162
7.589000,446.938995,35
7.590000,394.459015,59
7.597000,140.751007,149
7.600000,232.882004,7
7.602000,172.255005,61
7.605000,289.877991,64
7.605000,371.278992,1
7.614000,67.279999,25
7.620000,106.924004,9
7.650000,47.987999,79
7.656000,4.988000,5
7.659000,215.964996,162
7.689000,183.093994,19
7.693000,38.651001,79
7.704000,408.464996,100
7.704000,438.446991,28
7.708000,434.199005,28
7.710000,331.580994,58
7.713000,23.422001,31
7.726000,159.692993,52
7.749000,366.872009,1
7.751000,164.216003,61
7.755000,117.899002,88
7.757000,263.424011,164
7.768000,162.356995,52
7.792000,383.959991,60
7.801000,139.705994,149
7.801000,199.320999,99
7.805000,414.976990,102
7.808000,123.716003,88
7.812000,229.119003,7
7.823000,180.901993,19
7.838000,34.688000,12
7.839000,105.405998,9
7.845000,449.338013,35
7.846000,295.135986,64
7.865000,180.748993,19
7.872000,319.709015,3
7.878000,363.954987,1
7.883000,186.832993,19
7.894000,362.842987,1
7.902000,266.929993,164
7.908000,301.674011,51
7.914000,94.610001,9
7.915000,72.475998,25
7.936000,57.237999,25
7.937000,94.366997,9
7.958000,78.595001,95
7.996000,303.559998,51
7.998000,350.346008,80
7.999000,403.398010,100
8.001000,192.677002,99
8.002000,341.273987,58
8.007000,401.975006,100
8.011000,309.777008,51
8.013000,18.205000,31
8.015000,208.014999,162
8.026000,273.589996,45
8.030000,230.828995,7
8.046000,367.816010,1
8.054000,181.048004,19
8.073000,155.147003,52
8.075000,293.592987,64
8.094000,59.740002,25
8.095000,198.720993,99
8.096000,18.223000,31
8.109000,235.791000,67
8.114000,217.518997,162
8.116000,243.837006,36
8.122000,36.782001,12
8.124000,130.188004,88
8.125000,210.886002,162
8.130000,174.108994,61
8.156000,319.890015,3
8.159000,191.378998,99
8.178000,253.876999,36
8.197000,39.689999,79
8.199000,113.690002,88
8.210000,162.630997,52
8.240000,172.632004,61
8.244000,24.014999,31
8.248000,430.623993,28
8.256000,194.869995,99
8.257000,158.705002,52
8.261000,138.806000,149
8.262000,449.877014,35
8.266000,420.278992,102
8.344000,67.963997,25
8.351000,148.186996,52
8.354000,240.154999,36
8.359000,91.350998,95
8.362000,116.391998,88
8.363000,144.947998,149
8.364000,354.278992,80
8.366000,88.956001,95
8.369000,398.201996,59
8.389000,296.700989,64
8.403000,325.231995,3
8.410000,147.037994,149
8.410000,365.303009,1
8.412000,428.963013,28
8.418000,87.004997,95
8.446000,278.434998,45
8.473000,55.944000,25
8.482000,126.115997,88
8.483000,47.271000,79
8.485000,135.576996,149
8.487000,262.101990,164
8.512000,393.119995,59
8.519000,39.061001,79
8.529000,177.080002,19
8.559000,63.016998,25
8.559000,215.591995,162
8.560000,289.434998,64
8.564000,331.136993,58
8.565000,408.544006,100
8.575000,139.352005,149
8.580000,163.162003,61
8.592000,427.677002,28
8.608000,225.792999,7
8.628000,95.806000,9
8.630000,290.940002,64
8.635000,444.544006,35
8.642000,133.384995,149
8.643000,219.841003,7
8.650000,274.585999,45
8.659000,24.740999,31
8.668000,350.933990,80
8.671000,389.632996,59
8.693000,430.143005,28
8.701000,135.804993,149
8.713000,8.167000,5
8.718000,403.864990,100
8.738000,365.110992,1
8.741000,34.912998,12
8.742000,243.485001,36
8.744000,34.473999,12
8.749000,162.513000,52
8.763000,353.283997,80
8.766000,40.101002,79
8.772000,237.880005,67
8.776000,391.687012,59
8.785000,201.352005,99
8.787000,184.733002,19
8.794000,71.098000,25
8.798000,332.393005,58
8.813000,425.963013,102
8.829000,329.648010,58
8.832000,34.408001,12
8.832000,405.747986,100
8.859000,317.326996,3
8.861000,182.608002,19
8.898000,171.520996,61
8.910000,2.537000,5
8.912000,440.529999,35
8.914000,282.697998,45
8.943000,82.712997,95
8.959000,238.358994,67
8.964000,316.841003,3
8.966000,137.067001,149
8.974000,192.384995,99
8.974000,389.566986,59
8.988000,170.445007,61
8.993000,423.174988,102
9.024000,320.460999,3
9.032000,415.884003,102
9.042000,57.806999,25
9.042000,342.596985,58
9.044000,264.312988,164
9.051000,189.143005,19
9.072000,185.722000,19
9.074000,187.561996,19
9.093000,17.466999,31
9.097000,218.212997,162
9.098000,84.413002,95
9.102000,400.519012,59
9.105000,302.751007,51
9.110000,192.572006,99
9.114000,104.530998,9
9.116000,78.942001,95
9.123000,63.372002,25
9.124000,137.401993,149
9.129000,123.481003,88
9.145000,69.440002,25
9.152000,226.425995,7
9.152000,320.651001,3
9.165000,61.834999,25
9.171000,227.826996,7
9.173000,437.760010,28
9.185000,9.483000,5
9.197000,14.779000,31
9.197000,296.470001,64
9.218000,242.602997,36
9.229000,12.081000,5
9.230000,26.091000,12
9.273000,269.621002,164
9.284000,299.122986,51
9.292000,8.080000,5
9.294000,422.464996,102
9.309000,297.092987,64
9.316000,380.841003,60
9.345000,451.108002,35
9.363000,214.990005,162
9.377000,225.041000,7
9.381000,264.354004,164
9.386000,202.119995,99
9.390000,232.832993,7
9.390000,362.032990,1
9.403000,440.519989,35
9.412000,214.494995,162
9.418000,125.832001,88
9.429000,108.697998,9
9.432000,206.860992,162
9.435000,357.502991,80
9.442000,174.240005,61
9.442000,396.967987,59
9.446000,415.406006,102
9.447000,348.276001,80
9.464000,83.555000,95
9.468000,266.437988,164
9.471000,370.480988,1
9.474000,348.164001,80
9.477000,308.287994,51
9.489000,371.397003,1
9.495000,392.660004,59
9.510000,165.429001,61
9.512000,364.477997,1
9.513000,26.957001,12
9.520000,197.011002,99
9.574000,309.563995,51
9.585000,151.423996,52
9.585000,254.690994,36
9.596000,94.822998,9
9.600000,72.793999,25
9.605000,237.556000,67
9.611000,225.257004,7
9.614000,98.047997,9
9.614000,295.473999,64
9.615000,196.076996,99
9.625000,81.870003,95
9.625000,262.414001,164
9.627000,119.806000,88
9.636000,31.923000,12
9.640000,234.858994,67
9.658000,7.414000,5
9.664000,215.830002,162
9.694000,160.917999,52
9.704000,127.412003,88
9.710000,174.893997,61
9.717000,29.257999,12
9.717000,435.868988,28
9.718000,163.537003,61
9.725000,363.811005,1
