x,y
3.865,116.76
3.879,163.087
3.885,44.431
3.923,253.306
3.925,55.208
3.945,102.897
3.956,218.643
3.972,84.114
3.989,165.215
3.999,191.387
4.001,115.38
4.001,143.432
4.041,48.306
4.052,214.06
4.076,214.175
4.108,60.377
4.125,180.47
4.129,42.984
4.141,114.741
4.16,121.252
4.173,117.41
4.177,173.362
4.179,64.659
4.193,3.306
4.205,103.241
4.213,216.226
4.217,24.884
4.219,219.892
4.228,87.191
4.265,79.651
4.27,216.595
4.286,19.08
4.335,194.846
4.342,246.167
4.377,137.833
4.399,81.332
4.42,164.367
4.436,224.684
4.467,55.834
4.476,62.786
4.488,148.904
4.492,238.421
4.509,48.071
4.51,254.726
4.544,217.666
4.551,87.787
4.583,199.458
4.587,103.294
4.594,38.841
4.603,129.22
4.612,76.388
4.617,158.812
4.63,84.532
4.639,204.903
4.641,217.578
4.679,140.897
4.683,3.024
4.699,153.271
4.701,247.319
4.723,110.797
4.732,76.924
4.745,217.071
4.76,80.886
4.76,192.422
4.764,205.451
4.766,7.374
4.802,50.796
4.819,191.971
4.826,224.615
4.858,225.137
4.872,72.842
4.875,206.277
4.879,206.968
4.888,29.04
4.898,157.894
4.899,208.903
4.907,64.587
4.946,193.365
4.952,51.753
4.958,149.147
4.958,210.717
4.965,235.419
4.972,196.754
5.022,223.46
5.031,82.282
5.069,202.371
5.074,241.031
5.138,94.825
5.144,69.376
5.144,152.656
5.158,34.761
5.179,120.065
5.2,139.187
5.203,10.625
5.238,185.512
5.251,159.669
5.255,61.751
5.256,43.927
5.265,203.936
5.283,38.649
5.291,10.73
5.307,184.417
5.316,68.774
5.32,216.14
5.327,1.264
5.333,31.132
5.356,74.486
5.369,19.83
5.388,9.93
5.396,72.747
5.4,34.058
5.404,229.152
5.418,194.076
5.439,251.628
5.454,217.25
5.49,141.947
5.497,202.73
5.524,208.278
5.531,138.856
5.538,80.352
5.544,205.392
5.58,25.222
5.583,179.541
5.597,251.554
5.604,104.006
5.612,146.249
5.617,205.346
5.648,190.55
5.65,243.171
5.654,157.744
5.666,205.758
5.671,151.647
5.675,32.446
5.714,158.513
5.721,77.254
5.731,178.323
5.736,97.074
5.769,173.716
5.77,96.61
5.773,213.625
5.79,142.116
5.823,141.977
5.83,127.765
5.869,64.418
5.889,159.881
5.894,3.824
5.9,109.358
5.918,109.286
5.919,198.058
5.933,119.83
5.943,238.599
5.955,4.892
5.962,181.653
5.969,0.3
5.969,243.566
5.974,190.41
5.984,87.231
5.989,8.065
5.989,81.868
5.989,115.708
5.997,162.159
6.003,95.853
6.01,248.934
6.033,54.98
6.043,79.488
6.053,190.399
6.056,92.736
6.093,39.33
6.101,25.065
6.117,248.064
6.122,83.743
6.122,118.907
6.127,135.034
6.147,9.31
6.16,182.627
6.175,82.568
6.203,192.388
6.222,77.383
6.222,132.602
6.25,16.375
6.253,14.608
6.262,65.347
6.308,65.252
6.383,85.547
6.411,200.737
6.415,177.238
6.424,152.844
6.452,123.151
6.465,98.109
6.493,138.17
6.502,85.147
6.506,215.858
6.526,210.035
6.528,113.152
6.536,152.466
6.548,57.83
6.554,82.087
6.561,192.884
6.586,201.765
6.626,240.761
6.66,119.568
6.675,172.229
6.701,95.319
6.717,12.036
6.717,85.65
6.717,221.137
6.721,210.775
6.729,156.321
6.742,0.823
6.761,129.422
6.786,118.826
6.799,136.635
6.844,128.565
6.85,209.324
6.858,34.536
6.867,106.143
6.877,71.33
6.888,85.165
6.9,222.94
6.907,221.761
6.928,171.335
6.961,58.977
6.964,172.545
7.05,57.889
7.055,236.226
7.1,226.338
7.175,141.427
7.177,35.74
7.177,146.548
7.224,233.867
7.25,251.18
7.263,189.089
7.265,221.433
7.266,15.86
7.266,23.812
7.296,48.439
7.302,26.558
7.318,213.47
7.348,100.946
7.352,182.581
7.383,9.437
7.397,228.688
7.4,61.617
7.41,88.669
7.411,63.074
7.412,37.293
7.437,11.309
7.446,249.846
7.447,206.53
7.461,59.72
7.51,226.836
7.562,69.304
7.569,234.196
7.588,59.689
7.632,28.72
7.64,196.884
7.706,130.163
7.706,183.45
7.721,105.497
7.746,242.275
7.763,116.927
7.781,156.741
7.85,217.406
7.853,247.802
7.866,113.492
7.888,36.293
7.896,186.951
7.912,56.489
7.937,50.448
7.954,89.514
7.992,165.717
8.008,122.25
8.03,45.33
8.037,210.441
8.044,75.774
8.069,78.876
8.09,168.644
8.107,125.268
8.111,255.881
8.133,167.41
8.141,56.156
8.157,90.438
8.157,253.985
8.175,52.8
8.203,85.818
8.209,179.225
8.212,37.955
8.215,159.852
8.245,5.7
8.264,78.501
8.291,152.826
8.315,80.217
8.324,172.436
8.324,173.149
8.327,67.451
8.335,211.74
8.336,6.01
8.358,129.818
8.359,110.271
8.373,11.254
8.377,198.108
8.382,230.25
8.383,55.863
8.39,102.036
8.396,217.448
8.41,198.116
8.44,127.053
8.477,28.79
8.484,95.751
8.494,203.342
8.498,219.08
8.508,63.064
8.509,123.42
8.52,12.407
8.556,36.462
8.563,246.159
8.572,58.589
8.574,116.387
8.635,255.905
8.672,0.81
8.719,150.829
8.746,85.681
8.754,30.831
8.761,206.767
8.792,42.363
8.814,246.818
8.83,228.907
8.835,156.432
8.86,233.408
8.913,92.323
8.92,124.372
8.958,231.313
8.959,210.998
8.997,20.907
9.001,174.541
9.011,141.357
9.013,60.449
9.04,184.819
9.051,74.512
9.066,198.164
9.076,154.359
9.101,87.131
9.13,202.694
9.141,118.04
9.147,113.297
9.206,111.325
9.218,94.827
9.22,1.615
9.258,98.114
9.265,233.09
9.268,193.92
9.271,117.306
9.285,34.098
9.31,77.636
9.311,241.475
9.334,3.912
9.341,46.059
9.346,128.489
9.349,244.17
9.365,227.922
9.401,32.049
9.446,51.601
9.495,189.5
9.506,30.641
9.513,37.046
9.536,112.132
9.537,214.31
9.569,22.536
9.572,96.436
9.601,82.748
9.617,165.171
9.662,112.605
9.666,19.898
9.725,154.494
9.741,216.463
9.746,171.332
9.753,40.019
9.757,194.515
9.763,75.159
9.774,193.156
9.8,71.078
9.806,46.895
9.819,53.148
9.82,48.876
9.823,43.609
9.842,234.93
9.844,221.213
9.88,111.546
9.884,124.628
9.904,119.727
9.908,197.635
9.909,139.529
9.914,223.635
9.922,228.11
9.925,7.223
9.979,172.399
9.984,32.262
9.988,213.335
9.99,242.022
9.993,149.219
10.028,254.915
10.037,147.558
10.04,97.83
10.053,246.434
10.06,110.192
10.069,218.046
10.089,43.594
10.094,14.28
10.113,178.344
10.126,246.536
10.169,21.408
10.209,40.442
10.211,30.595
10.258,143.395
10.268,25.26
10.284,51.479
10.304,213.21
10.327,239.579
10.35,44.243
10.361,80.976
10.361,183.547
10.368,76.833
10.377,164.43
10.388,144.5
10.41,50.309
10.424,101.223
10.427,237.774
10.438,158.296
10.475,126.537
10.491,67.785
10.513,226.818
10.561,181.061
10.564,219.89
10.568,58.189
10.569,228.654
10.579,23.438
10.58,104.747
10.583,55.149
10.596,17.045
10.638,52.811
10.64,168.708
10.657,114.346
10.666,208.857
10.68,24.648
10.697,162.389
10.703,30.181
10.708,206.41
10.71,249.116
10.746,120.016
10.758,244.684
10.761,11.187
10.792,182.647
10.818,8.264
10.85,106.163
10.851,123.767
10.857,132.546
10.873,91.679
10.886,113.72
10.942,214.442
10.993,205.714
10.995,160.698
11.006,125.039
11.006,230.723
11.012,36.398
11.04,13.005
11.046,202.058
11.051,42.471
11.052,115.035
11.078,203.381
11.123,9.415
11.136,70.388
11.145,44.97
11.166,84.012
11.179,190.716
11.18,142.824
11.213,230.225
11.246,127.377
11.252,6.059
11.293,244.228
11.295,129.636
11.3,179.403
11.307,245.209
11.342,115.315
11.346,23.105
11.383,104.082
11.399,160.142
11.408,138.025
11.439,41.994
11.446,31.578
11.456,39.489
11.466,215.456
11.471,252.944
11.498,154.167
11.545,122.168
11.564,149.281
11.578,107.417
11.581,33.868
11.586,115.463
11.633,51.394
11.684,22.01
11.694,85.818
11.698,188.328
11.72,209.562
11.73,16.102
11.739,158.981
11.753,203.928
11.77,156.068
11.827,40.651
11.841,137.001
11.847,176.674
11.877,20.076
11.896,147.346
11.898,183.982
11.928,126.208
11.937,126.882
11.947,237.705
11.959,48.468
12.017,113.505
12.041,194.028
12.058,110.006
12.059,151.004
12.067,112.505
12.075,104.748
12.088,66.322
12.088,83.094
12.088,180.348
12.104,181.991
12.146,215.104
12.147,97.418
12.17,15.666
12.183,225.993
12.2,110.169
12.204,1.292
12.209,68.159
12.23,243.707
12.233,102.999
12.247,213.398
12.255,212.54
12.264,216.234
12.291,253.161
12.306,69.222
12.308,230.355
12.313,157.351
12.327,202.744
12.341,12.914
12.341,211.517
12.353,250.681
12.386,198.36
12.43,20.593
12.44,171.672
12.442,76.824
12.444,222.954
12.451,20.428
12.46,46.748
12.467,93.948
12.49,85.084
12.493,240.447
12.496,82.752
12.541,102.071
12.548,173.116
12.567,223.98
12.578,239.909
12.608,94.564
12.657,62.006
12.664,162.927
12.675,40.793
12.678,207.627
12.69,103.83
12.729,7.975
12.741,148.027
12.746,172.29
12.75,222.064
12.768,179.188
12.779,206.128
12.801,135.861
12.823,236.984
12.849,129.396
12.878,213.524
12.885,162.561
12.887,221.487
12.904,189.785
12.908,136.847
12.939,126.233
12.942,214.64
12.981,2.69
12.995,213.55
12.998,44.077
12.998,89.156
12.999,156.715
13.015,60.844
13.026,39.684
13.037,234.785
13.075,217.985
13.081,33.831
13.09,160.229
13.091,30.989
13.092,153.134
13.095,171.75
13.097,98.382
13.099,183.337
13.1,165.299
13.118,65.444
13.118,132.815
13.187,139.841
13.226,124.734
13.236,68.745
13.236,108.76
13.237,135.755
13.281,93.16
13.291,231.049
13.297,178.535
13.299,230.999
13.299,245.532
13.375,12.619
13.382,245.84
13.402,142.143
13.417,37.575
13.435,175.44
13.446,135.304
13.506,103.674
13.529,244.402
13.532,89.641
13.537,50.36
13.586,89.487
13.604,173.588
13.607,229.926
13.61,217.059
13.623,23.088
13.626,5.536
13.649,14.134
13.65,102.676
13.693,148.08
13.697,22.929
13.706,141.778
13.706,241.973
13.714,6.819
13.716,142.65
13.732,183.146
13.735,212.852
13.744,122.183
13.754,7.858
13.76,165.376
13.774,208.541
13.781,72.93
13.791,84.527
13.799,179.611
13.832,101.297
13.862,139.36
13.867,240.234
13.886,146.39
13.899,34.558
13.903,100.72
13.904,217.854
13.909,0.584
13.91,30.775
13.919,81.897
13.965,185.382
13.986,20.907
13.988,207.834
14.0,74.984
14.016,60.535
14.02,160.716
14.022,206.937
14.042,17.722
14.056,182.771
14.061,150.696
14.063,33.816
14.063,146.575
14.074,11.857
14.17,229.029
14.181,41.605
14.247,218.997
14.266,223.392
14.269,95.375
14.276,220.51
14.297,146.967
14.299,246.515
14.316,17.581
14.352,134.26
14.353,113.813
14.362,217.08
14.374,221.63
14.376,15.834
14.376,48.021
14.379,210.446
14.389,131.387
14.392,197.646
14.397,88.969
14.431,23.047
14.437,100.653
14.472,151.091
14.499,57.489
14.506,176.001
14.54,99.631
14.554,238.231
14.557,195.314
14.579,89.638
14.603,200.343
14.607,10.461
14.628,33.602
14.634,189.859
14.643,59.781
14.643,179.238
14.649,10.112
14.653,234.559
14.657,29.626
14.693,27.773
14.693,48.428
14.703,245.805
14.748,188.061
14.751,215.907
14.779,81.455
14.779,197.663
14.783,43.238
14.795,150.238
14.803,193.515
14.804,11.199
14.807,58.147
14.808,163.661
14.812,32.901
14.829,147.532
14.841,201.532
14.871,138.853
14.884,209.359
14.914,123.177
14.96,76.277
14.976,230.641
14.98,168.192
15.0,13.011
15.036,236.576
15.066,118.512
15.073,116.298
15.081,241.297
15.105,103.98
15.107,53.802
15.167,242.075
15.19,26.921
15.19,207.38
15.219,161.895
15.247,233.52
15.248,223.132
15.281,181.789
15.288,71.573
15.3,203.115
15.302,179.769
15.331,75.711
15.336,135.505
15.348,18.297
15.357,97.223
15.365,223.955
15.427,94.055
15.43,91.669
15.436,19.536
15.46,98.255
15.466,63.093
15.478,15.52
15.502,140.003
15.515,19.295
15.516,4.899
15.526,54.526
15.537,193.323
15.544,118.991
15.547,226.175
15.552,48.681
15.573,9.6
15.584,241.143
15.61,161.979
15.613,77.179
15.649,9.983
15.657,223.902
15.662,79.85
15.669,143.556
15.753,23.872
15.775,145.751
15.777,117.122
15.794,171.311
15.804,4.895
15.822,134.642
15.831,240.137
15.849,171.694
15.861,70.092
15.87,65.894
15.87,213.617
15.874,80.408
15.878,107.701
15.882,78.286
15.885,167.142
15.897,15.104
15.902,202.09
15.925,147.205
15.964,237.958
15.973,159.747
15.983,84.817
16.0,215.131
16.015,99.863
16.019,20.367
16.03,217.653
16.05,45.539
16.065,174.245
16.092,158.896
16.096,123.512
16.102,53.056
16.123,218.537
16.157,12.44
16.161,70.119
16.17,229.25
16.173,58.759
16.299,59.502
16.307,149.687
16.323,1.453
16.357,182.006
16.404,9.861
16.404,95.806
16.444,105.002
16.449,206.005
16.451,1.504
16.455,12.195
16.481,219.32
16.495,118.403
16.518,114.657
16.523,17.093
16.573,230.598
16.606,110.217
16.627,157.956
16.639,14.281
16.654,189.412
16.661,87.748
16.711,68.986
16.761,108.983
16.778,233.217
16.837,140.534
16.87,128.026
16.875,15.341
16.881,195.554
16.934,95.949
16.956,215.204
16.964,139.495
16.967,69.526
16.97,129.275
16.978,233.049
17.007,233.646
17.05,9.945
17.078,35.478
17.088,151.547
17.091,18.236
17.118,128.072
17.139,26.069
17.152,95.927
17.186,2.259
17.188,168.544
17.21,197.834
17.223,88.439
17.303,36.284
17.305,122.2
17.36,170.237
17.391,13.843
17.391,21.127
17.403,87.895
17.45,54.136
17.456,69.083
17.48,230.538
17.481,124.88
17.488,126.347
17.49,121.063
17.491,167.357
17.497,61.003
17.501,97.101
17.523,3.481
17.527,125.318
17.529,40.933
17.571,125.166
17.592,249.981
17.598,26.973
17.602,56.122
17.629,201.016
17.635,149.612
17.636,234.637
17.64,250.494
17.653,39.716
17.655,20.793
17.655,25.541
17.656,183.431
17.679,110.827
17.68,8.859
17.684,205.611
17.685,198.355
17.69,42.261
17.71,45.524
17.756,81.767
17.761,61.509
17.764,196.505
17.77,45.101
17.774,198.766
17.822,241.282
17.833,247.418
17.839,32.989
17.866,143.706
17.877,161.589
17.907,63.76
17.913,180.707
17.935,19.373
17.941,187.311
17.963,205.123
17.983,138.622
17.983,206.409
17.985,48.408
17.988,158.658
17.998,6.309
18.007,126.022
18.01,49.921
18.031,49.744
18.033,61.815
18.035,48.155
18.05,113.468
18.051,57.835
18.109,99.675
18.116,185.341
18.122,74.74
18.135,200.68
18.157,8.229
18.171,232.921
18.205,163.051
18.206,41.299
18.218,231.605
18.254,108.709
18.271,90.955
18.318,157.52
18.34,198.441
18.35,193.114
18.381,204.889
18.397,234.086
18.417,94.533
18.429,31.061
18.431,41.432
18.451,188.659
18.467,164.282
18.477,93.551
18.478,8.078
18.499,249.527
18.512,42.03
18.539,32.054
18.557,42.67
18.58,58.148
18.62,48.534
18.635,24.61
18.655,158.631
18.661,218.814
18.668,52.523
18.74,1.824
18.751,247.632
18.755,24.998
18.761,72.592
18.811,131.025
18.825,164.674
18.831,59.741
18.847,242.248
18.86,55.448
18.868,248.472
18.883,226.534
18.887,4.844
18.888,58.801
18.899,39.701
18.902,74.51
18.943,212.747
18.946,244.712
19.0,146.656
19.002,90.645
19.037,77.464
19.046,213.414
19.051,67.769
19.053,179.893
19.056,121.882
19.111,127.909
19.113,48.184
19.113,142.509
19.116,255.73
19.119,43.141
19.135,72.189
19.188,29.304
19.193,213.988
19.207,127.23
19.216,145.434
19.22,160.98
19.223,115.426
19.262,235.612
19.279,144.501
19.307,233.254
19.318,137.951
19.368,201.782
19.41,43.607
19.413,143.152
19.423,99.169
19.444,8.652
19.493,226.754
19.499,140.636
19.524,47.028
19.525,68.264
19.527,162.078
19.559,84.007
19.565,162.575
19.59,47.914
19.623,102.251
19.66,155.973
19.674,32.057
19.695,34.61
19.703,137.536
19.74,71.877
19.76,192.7
19.778,97.857
19.781,68.457
19.797,171.85
19.8,191.199
19.805,81.375
19.815,224.147
19.838,142.376
19.842,38.512
19.861,137.635
19.861,234.115
19.886,41.563
19.889,206.15
19.907,133.033
19.911,11.726
19.924,202.647
19.93,10.794
19.975,43.596
19.975,62.892
19.99,230.479
19.996,180.404
20.018,18.61
20.109,90.669
20.11,60.887
20.118,98.992
20.136,125.286
20.138,84.475
20.151,224.118
20.173,58.647
20.192,53.009
20.205,95.423
20.205,206.58
20.217,172.648
20.225,230.566
20.225,249.199
20.273,237.384
20.306,206.423
20.307,17.038
20.317,17.936
20.354,63.478
20.367,212.112
20.382,184.304
20.396,170.395
20.407,49.365
20.416,183.806
20.43,112.633
20.433,195.228
20.435,200.503
20.447,242.664
20.452,35.525
20.466,4.957
20.469,30.101
20.477,184.1
20.496,138.157
20.501,182.308
20.505,71.501
20.505,164.168
20.536,212.859
20.54,223.125
20.565,84.299
20.566,75.213
20.567,176.867
20.603,85.481
20.611,87.683
20.619,70.596
20.626,145.919
20.636,183.93
20.656,18.586
20.66,31.634
20.669,97.947
20.693,73.043
20.695,17.203
20.699,168.653
20.72,121.641
20.731,176.937
20.741,43.14
20.744,168.715
20.783,173.628
20.789,216.09
20.794,44.191
20.794,190.481
20.819,159.926
20.826,161.105
20.853,209.1
20.854,67.0
20.905,19.881
20.907,81.718
20.908,243.439
20.913,152.235
20.924,177.351
20.95,122.501
20.992,233.955
21.002,66.017
21.003,83.164
21.007,183.769
21.02,197.08
21.043,21.506
21.074,26.56
21.101,77.871
21.111,215.895
21.112,233.459
21.122,114.836
21.124,245.946
21.144,39.324
21.166,174.932
21.166,188.007
21.214,184.551
21.221,136.258
21.23,183.122
21.234,17.421
21.241,151.295
21.263,126.43
21.293,50.477
21.309,175.06
21.31,236.136
21.329,3.473
21.346,85.498
21.357,112.667
21.368,83.372
21.413,27.879
21.416,17.103
21.432,22.748
21.454,237.078
21.483,77.609
21.494,193.239
21.511,245.491
21.515,178.048
21.517,0.41
21.558,28.143
21.569,53.154
21.585,126.563
21.588,35.036
21.616,168.164
21.669,84.477
21.727,116.225
21.737,185.378
21.772,1.995
21.78,46.62
21.782,105.051
21.791,134.259
21.831,98.503
21.85,243.094
21.872,112.424
21.874,3.429
21.874,151.241
21.879,102.246
21.899,211.495
21.914,180.961
21.92,163.222
21.934,250.062
21.938,226.019
21.955,220.537
21.957,71.071
21.97,198.38
21.996,123.361
22.001,136.32
22.005,138.033
22.03,103.328
22.042,167.4
22.062,58.038
22.071,124.94
22.084,254.715
22.107,219.573
22.145,225.245
22.161,63.81
22.172,201.421
22.178,73.07
22.178,205.301
22.182,84.958
22.197,252.006
22.238,197.039
22.242,18.196
22.27,122.63
22.277,112.404
22.288,127.771
22.288,177.679
22.293,50.663
22.296,247.889
22.302,166.074
22.329,6.254
22.366,245.934
22.369,141.289
22.377,240.096
22.383,162.557
22.405,6.697
22.416,128.795
22.457,155.497
22.467,68.1
22.48,131.098
22.514,26.677
22.538,32.464
22.584,128.543
22.584,204.83
22.584,251.33
22.597,107.489
22.597,140.386
22.617,212.974
22.64,233.669
22.648,114.41
22.655,93.508
22.656,92.565
22.668,225.404
22.696,234.03
22.706,6.245
22.727,102.176
22.741,146.087
22.787,90.581
22.8,131.684
22.806,244.577
22.808,184.194
22.829,176.146
22.878,96.32
22.882,149.446
22.891,162.425
22.893,101.492
22.898,35.849
22.922,30.1
22.922,187.462
22.991,235.43
22.997,182.19
23.02,157.022
23.051,148.503
23.052,72.678
23.054,219.31
23.066,173.332
23.074,157.903
23.086,107.465
23.111,201.664
23.131,50.12
23.155,152.133
23.177,202.508
23.195,64.096
23.201,144.359
23.253,138.678
23.27,56.048
23.274,227.148
23.31,255.038
23.319,60.031
23.32,226.801
23.329,80.379
23.339,230.598
23.361,124.088
23.366,190.531
23.39,82.888
23.392,72.717
23.419,153.123
23.426,226.128
23.434,204.768
23.457,243.345
23.458,177.94
23.504,66.021
23.554,39.145
23.561,20.197
23.582,99.017
23.599,236.127
23.695,0.848
23.737,29.703
23.756,101.807
23.759,15.038
23.771,31.794
23.783,217.148
23.798,11.386
23.798,32.668
23.826,18.125
23.831,46.87
23.871,246.233
23.897,37.862
23.911,170.701
23.917,217.29
23.932,32.485
23.97,201.944
23.982,140.654
23.99,92.345
24.004,116.928
24.007,3.876
24.013,115.904
24.015,193.978
24.016,136.532
24.033,106.346
24.034,210.078
24.041,2.21
24.048,55.547
24.049,58.604
24.057,196.244
24.065,68.351
24.097,143.81
24.107,208.228
24.11,5.897
24.115,138.174
24.149,59.673
24.154,19.528
24.184,32.911
24.194,87.145
24.219,121.967
24.232,230.449
24.235,47.754
24.265,213.486
24.312,244.42
24.318,219.655
24.341,237.307
24.353,187.985
24.36,128.283
24.378,67.691
24.402,152.58
24.422,84.886
24.462,245.012
24.477,150.206
24.534,66.093
24.552,142.774
24.554,218.133
24.565,5.49
24.591,191.636
24.605,25.937
24.612,25.371
24.626,43.364
24.628,117.432
24.633,102.659
24.648,176.377
24.655,146.734
24.661,118.717
24.673,42.313
24.685,64.985
24.688,227.124
24.715,235.476
24.732,63.757
24.744,158.346
24.76,29.464
24.783,83.765
24.828,71.563
24.867,99.763
24.877,62.45
24.881,138.636
24.886,82.861
24.888,191.946
24.917,37.695
24.968,53.914
24.971,51.136
24.973,200.759
24.973,217.709
24.978,54.657
25.005,218.223
25.008,236.579
25.048,136.546
25.057,161.545
25.065,97.782
25.068,96.718
25.086,204.089
25.096,186.053
25.129,165.614
25.154,55.856
25.154,133.53
25.194,132.3
25.197,42.004
25.208,124.142
25.216,225.232
25.217,128.508
25.227,192.252
25.233,12.968
25.254,89.224
25.261,93.698
25.265,3.483
25.304,64.503
25.304,213.938
25.308,133.523
25.314,125.659
25.336,132.541
25.344,85.432
25.369,147.949
25.382,247.791
25.424,245.268
25.427,19.589
25.442,235.366
25.455,178.815
25.474,146.433
25.493,128.798
25.503,173.007
25.526,132.897
25.529,248.548
25.533,116.625
25.558,106.654
25.586,237.795
25.603,120.462
25.618,9.005
25.665,237.729
25.688,7.245
25.695,219.033
25.706,235.196
25.725,245.87
25.733,36.815
25.763,199.506
25.783,235.314
25.801,76.637
25.808,3.41
25.861,24.944
25.873,67.32
25.882,18.031
25.889,206.225
25.948,51.364
25.955,112.201
25.974,55.118
25.974,231.843
25.997,50.122
26.05,10.474
26.056,47.093
26.07,227.622
26.089,129.491
26.103,17.285
26.103,75.744
26.113,243.682
26.126,96.607
26.135,25.45
26.151,168.972
26.152,18.692
26.155,35.056
26.175,218.85
26.188,112.585
26.197,184.12
26.202,170.586
26.203,59.472
26.23,251.356
26.236,127.114
26.269,34.702
26.295,21.816
26.298,171.165
26.299,224.392
26.336,158.246
26.361,12.893
26.364,67.027
26.376,144.716
26.38,200.679
26.393,196.39
26.41,13.89
26.411,136.085
26.44,227.752
26.46,240.556
26.472,38.297
26.493,251.512
26.543,94.802
26.556,74.562
26.581,109.582
26.59,97.32
26.596,12.939
26.645,238.413
26.649,86.18
26.658,243.145
26.667,81.136
26.692,46.864
26.698,195.009
26.704,151.322
26.732,35.545
26.733,31.918
26.783,112.62
26.846,229.692
26.877,32.065
26.888,29.945
26.903,243.303
26.907,242.506
26.922,103.406
26.951,245.75
26.979,84.017
26.985,140.474
27.025,19.376
27.032,157.149
27.043,46.231
27.051,239.741
27.054,180.022
27.061,230.193
27.068,239.848
27.081,100.014
27.082,85.186
27.093,161.974
27.099,249.117
27.116,133.681
27.139,126.821
27.148,26.41
27.149,82.235
27.151,156.68
27.167,128.814
27.172,183.008
27.182,85.518
27.186,36.516
27.198,51.764
27.202,44.017
27.221,48.404
27.229,175.503
27.246,92.872
27.246,153.26
27.248,160.508
27.26,2.439
27.268,175.52
27.269,98.379
