x,y
8.668,350.934
8.671,389.633
8.693,430.143
8.701,135.805
8.713,8.167
8.718,403.865
8.738,365.111
8.741,34.913
8.742,243.485
8.744,34.474
8.749,162.513
8.763,353.284
8.766,40.101
8.772,237.88
8.776,391.687
8.785,201.352
8.787,184.733
8.794,71.098
8.798,332.393
8.813,425.963
8.829,329.648
8.832,34.408
8.832,405.748
8.859,317.327
8.861,182.608
8.898,171.521
8.91,2.537
8.912,440.53
8.914,282.698
8.943,82.713
8.959,238.359
8.964,316.841
8.966,137.067
8.974,192.385
8.974,389.567
8.988,170.445
8.993,423.175
9.024,320.461
9.032,415.884
9.042,57.807
9.042,342.597
9.044,264.313
9.051,189.143
9.072,185.722
9.074,187.562
9.093,17.467
9.097,218.213
9.098,84.413
9.102,400.519
9.105,302.751
9.11,192.572
9.114,104.531
9.116,78.942
9.123,63.372
9.124,137.402
9.129,123.481
9.145,69.44
9.152,226.426
9.152,320.651
9.165,61.835
9.171,227.827
9.173,437.76
9.185,9.483
9.197,14.779
9.197,296.47
9.218,242.603
9.229,12.081
9.23,26.091
9.273,269.621
9.284,299.123
9.292,8.08
9.294,422.465
9.309,297.093
9.316,380.841
9.345,451.108
9.363,214.99
9.377,225.041
9.381,264.354
9.386,202.12
9.39,232.833
9.39,362.033
9.403,440.52
9.412,214.495
9.418,125.832
9.429,108.698
9.432,206.861
9.435,357.503
9.442,174.24
9.442,396.968
9.446,415.406
9.447,348.276
9.464,83.555
9.468,266.438
9.471,370.481
9.474,348.164
9.477,308.288
9.489,371.397
9.495,392.66
9.51,165.429
9.512,364.478
9.513,26.957
9.52,197.011
9.574,309.564
9.585,151.424
9.585,254.691
9.596,94.823
9.6,72.794
9.605,237.556
9.611,225.257
9.614,98.048
9.614,295.474
9.615,196.077
9.625,81.87
9.625,262.414
9.627,119.806
9.636,31.923
9.64,234.859
9.658,7.414
9.664,215.83
9.694,160.918
9.704,127.412
9.71,174.894
9.717,29.258
9.717,435.869
9.718,163.537
9.725,363.811
9.726,366.495
9.729,91.653
9.733,271.109
9.734,198.895
9.736,133.297
9.737,192.581
9.756,299.628
9.758,353.306
9.763,443.115
9.77,217.72
9.775,239.012
9.776,237.062
9.792,345.817
9.821,205.575
9.831,285.103
9.841,48.221
9.848,425.159
9.849,103.671
9.857,135.835
9.867,171.84
9.869,397.144
9.871,136.468
9.872,126.251
9.873,387.125
9.875,159.258
9.888,162.699
9.901,66.525
9.917,169.298
9.917,354.975
9.92,439.743
9.933,3.684
9.943,141.292
9.945,138.272
9.949,211.849
9.95,203.07
9.956,22.65
9.966,213.082
9.988,365.042
9.989,191.848
9.999,335.019
10.006,7.282
10.009,76.419
10.011,413.758
10.047,55.423
10.069,59.795
10.086,449.433
10.108,342.779
10.113,388.396
10.158,197.072
10.171,258.966
10.174,322.022
10.178,224.038
10.181,377.089
10.185,67.262
10.187,169.292
10.194,210.269
10.205,237.666
10.209,5.818
10.209,209.554
10.213,238.894
10.213,276.078
10.215,30.853
10.215,117.061
10.241,10.203
10.257,175.301
10.27,168.649
10.276,18.065
10.276,123.2
10.28,315.626
10.286,47.208
10.296,217.271
10.309,66.309
10.309,223.633
10.311,152.845
10.322,48.291
10.33,92.981
10.33,132.228
10.335,344.373
10.339,60.185
10.351,20.145
10.359,254.288
10.368,328.653
10.369,17.959
10.369,378.955
10.378,372.808
10.388,238.228
10.39,167.281
10.391,277.917
10.392,443.076
10.394,405.887
10.406,408.531
10.408,275.278
10.436,76.517
10.44,207.111
10.441,100.457
10.447,140.008
10.449,303.484
10.465,2.792
10.467,200.25
10.469,278.463
10.477,194.637
10.501,120.979
10.506,271.758
10.519,112.191
10.547,102.11
10.551,117.504
10.563,171.566
10.565,92.606
10.612,80.356
10.613,378.388
10.638,225.801
10.647,125.34
10.648,279.967
10.65,87.823
10.66,45.283
10.663,70.779
10.671,156.628
10.674,206.618
10.676,441.27
10.68,132.372
10.701,399.84
10.719,295.083
10.72,132.757
10.731,20.858
10.734,362.988
10.741,71.828
10.742,24.348
10.747,75.624
10.748,173.858
10.753,121.488
10.758,106.158
10.761,10.843
10.788,175.544
10.803,214.16
10.816,171.639
10.84,215.718
10.847,353.795
10.849,108.792
10.859,152.844
10.868,175.84
10.874,313.759
10.875,304.136
10.892,372.767
10.895,28.15
10.907,100.8
10.932,250.034
10.959,261.804
10.982,111.765
11.004,166.09
11.018,218.852
11.022,215.877
11.026,400.396
11.029,169.754
11.041,138.819
11.046,288.003
11.054,83.826
11.059,306.315
11.085,377.033
11.1,404.807
11.108,226.111
11.111,415.589
11.12,325.066
11.121,225.848
11.122,185.339
11.209,343.798
11.217,61.523
11.232,418.29
11.261,251.294
11.267,221.09
11.278,185.879
11.28,180.596
11.304,20.836
11.312,305.326
11.319,398.331
11.32,318.029
11.328,225.176
11.343,166.143
11.344,360.163
11.349,306.485
11.359,420.318
11.361,192.777
11.362,337.3
11.363,48.868
11.369,256.723
11.369,404.976
11.371,330.466
11.377,101.755
11.424,177.138
11.424,186.993
11.428,255.397
11.43,310.099
11.441,324.046
11.442,333.119
11.45,280.279
11.465,219.983
11.479,166.198
11.48,58.22
11.482,269.267
11.484,387.069
11.489,341.622
11.492,212.765
11.515,86.236
11.516,273.749
11.524,259.988
11.534,200.033
11.54,38.273
11.54,175.438
11.557,297.342
11.56,213.158
11.567,211.139
11.581,293.297
11.591,221.271
11.593,249.076
11.599,113.81
11.602,402.187
11.606,185.569
11.609,383.281
11.612,424.167
11.617,292.396
11.632,155.88
11.646,126.226
11.652,278.715
11.658,46.45
11.665,8.381
11.677,442.509
11.683,155.334
11.684,399.249
11.711,62.96
11.714,335.016
11.716,419.148
11.717,199.417
11.773,175.593
11.773,273.466
11.784,431.138
11.79,169.758
11.804,92.676
11.837,365.61
11.846,395.301
11.869,42.529
11.871,273.476
11.876,240.42
11.884,341.18
11.886,396.392
11.896,411.941
11.907,336.901
11.908,112.22
11.914,11.426
11.916,106.737
11.939,116.455
11.939,286.693
11.945,365.23
11.949,311.017
11.96,322.152
11.968,144.916
11.978,405.556
11.996,354.114
11.999,282.08
12.005,54.146
12.008,64.787
12.021,294.639
12.022,59.392
12.022,154.975
12.023,357.536
12.036,358.817
12.037,158.289
12.037,418.906
12.038,384.477
12.042,344.615
12.055,5.78
12.066,181.355
12.068,33.192
12.088,136.139
12.095,378.426
12.114,301.181
12.164,112.783
12.168,362.361
12.171,240.677
12.177,344.356
12.224,282.263
12.241,406.608
12.256,177.633
12.262,324.193
12.265,174.703
12.271,448.13
12.275,156.531
12.283,409.823
12.289,419.542
12.291,26.963
12.308,381.16
12.319,280.754
12.322,127.102
12.323,2.553
12.333,67.714
12.337,407.893
12.339,27.397
12.339,181.99
12.365,153.97
12.369,273.682
12.388,78.262
12.405,288.2
12.413,451.52
12.418,147.996
12.421,156.136
12.424,55.739
12.435,358.737
12.435,446.547
12.437,5.826
12.446,404.976
12.488,369.156
12.517,348.139
12.527,371.115
12.528,53.092
12.532,288.201
12.552,139.141
12.564,400.274
12.569,231.215
12.575,277.361
12.579,337.331
12.583,231.873
12.587,272.864
12.613,191.709
12.625,233.724
12.626,43.184
12.637,86.557
12.643,386.783
12.674,398.817
12.677,351.133
12.682,121.036
12.688,394.448
12.692,163.67
12.693,395.179
12.696,87.208
12.696,279.574
12.704,102.548
12.713,11.414
12.717,41.244
12.72,442.646
12.727,165.514
12.728,189.221
12.733,271.876
12.734,366.843
12.735,93.859
12.741,430.648
12.743,20.356
12.744,27.946
12.745,425.696
12.761,226.701
12.782,323.771
12.784,27.372
12.788,302.892
12.79,404.288
12.799,174.598
12.804,257.398
12.811,437.464
12.821,289.584
12.828,87.461
12.85,326.019
12.871,317.169
12.873,149.381
12.879,46.747
12.881,9.373
12.89,234.532
12.899,58.458
12.899,145.299
12.912,134.933
12.912,221.332
12.924,32.495
12.928,372.26
12.934,98.251
12.938,292.161
12.951,368.017
12.958,210.024
12.973,52.58
12.981,411.384
12.986,11.641
12.993,172.466
12.993,259.291
12.993,446.767
13.003,303.023
13.021,349.73
13.03,305.788
13.043,349.218
13.049,403.083
13.065,367.289
13.074,79.857
13.088,39.215
13.107,172.154
13.109,291.549
13.123,251.627
13.127,168.804
13.128,280.783
13.143,411.262
13.153,11.666
13.153,274.295
13.17,424.275
13.189,189.613
13.191,304.561
13.204,433.704
13.21,360.674
13.215,270.35
13.216,362.715
13.24,316.384
13.255,285.569
13.256,43.296
13.282,278.884
13.3,383.55
13.31,318.251
13.313,160.111
13.337,418.477
13.364,362.076
13.368,18.524
13.368,247.1
13.377,99.44
13.384,366.926
13.386,181.656
13.408,200.269
13.416,44.729
13.416,89.855
13.422,305.452
13.448,313.141
13.463,301.251
13.465,74.539
13.47,405.225
13.484,86.875
13.485,371.401
13.487,404.415
13.494,137.269
13.533,301.331
13.535,41.89
13.535,397.245
13.552,357.352
13.557,182.666
13.562,319.143
13.583,65.408
13.583,92.293
13.583,319.456
13.6,64.743
13.603,138.337
13.607,390.986
13.616,343.813
13.62,141.62
13.621,360.593
13.625,179.528
13.663,237.833
13.671,76.006
13.672,297.234
13.691,257.078
13.697,203.309
13.701,156.042
13.702,57.222
13.702,64.806
13.702,443.097
13.709,247.969
13.716,340.36
13.741,26.59
13.742,196.034
13.744,363.497
13.747,35.411
13.749,264.516
13.756,303.359
13.758,78.651
13.763,97.888
13.768,102.371
13.775,41.203
13.781,286.376
13.79,0.404
13.811,284.325
13.833,423.157
13.843,335.998
13.852,246.713
13.864,222.21
13.883,260.519
13.894,354.79
13.895,194.299
13.907,390.039
13.909,243.497
13.913,396.284
13.915,442.684
13.919,206.174
13.924,190.991
13.926,370.511
13.927,84.618
13.927,428.735
13.951,70.116
13.954,106.387
13.989,374.552
14.007,206.546
14.028,228.608
14.032,358.409
14.045,61.568
14.05,210.098
14.052,258.245
14.062,244.114
14.067,100.118
14.072,14.734
14.094,191.462
14.099,250.324
14.105,61.411
14.107,200.824
14.11,185.035
14.135,429.281
14.136,142.11
14.141,334.68
14.142,380.932
14.165,372.42
14.177,429.122
14.181,289.348
14.187,304.817
14.189,114.572
14.189,161.016
14.19,56.962
14.195,377.642
14.23,384.989
14.234,306.06
14.246,346.637
14.266,179.102
14.27,1.719
14.281,119.579
14.303,358.726
14.319,165.518
14.32,165.944
14.334,317.182
14.335,102.706
14.337,446.943
14.338,403.372
14.349,335.318
14.356,238.808
14.377,164.414
14.383,346.602
14.402,262.614
14.405,248.495
14.406,185.427
14.41,373.278
14.416,420.883
14.417,429.659
14.426,83.354
14.429,384.063
14.436,0.191
14.44,443.583
14.443,153.004
14.451,446.4
14.481,101.602
14.486,72.56
14.492,339.678
14.499,111.511
14.519,382.017
14.524,142.235
14.526,231.635
14.538,221.361
14.543,178.48
14.545,377.869
14.56,41.579
14.56,180.09
14.562,21.874
14.575,256.648
14.578,127.647
14.581,424.614
14.584,273.158
14.59,128.503
14.59,254.504
14.601,40.58
14.602,110.501
14.603,210.112
14.603,433.417
14.606,88.482
14.64,259.047
14.649,447.886
14.654,374.041
14.668,339.426
14.689,215.119
14.69,440.592
14.74,388.369
14.742,273.235
14.752,39.119
14.782,253.884
14.802,167.457
14.821,45.886
14.824,136.394
14.857,427.533
14.87,374.957
14.876,89.817
14.883,222.426
14.915,380.075
14.918,101.743
14.92,210.559
